freq_paiement;langue;type_prof;alimentation;type_territoire;utilisation;presence_alarme;marque_voiture;sexe;cout1;cout2;cout3;cout4;nbsin;exposition;cout;age;duree_permis
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;M;;;;;0;0,849315068;;51;29
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;M;;;;;0;0,997260274;;52;30
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;M;;;;;0;0,17260274;;53;31
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;M;;;;;0;0,824657534;;53;31
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;M;;;;;0;0,306849315;;54;32
annuel;A;Actuaire;Carnivore;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;;;;;0;0,997260274;;53;29
annuel;A;Actuaire;Carnivore;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;;;;;0;0,936986301;;55;31
mensuel;A;Autre;Végétarien;Semi-urbain;Travail-occasionnel;oui;GM;F;;;;;0;1;;32;6
mensuel;A;Autre;Végétarien;Semi-urbain;Travail-occasionnel;oui;GM;F;;;;;0;0,871232877;;33;7
annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;GM;F;;;;;0;1;;41;20
annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;GM;F;;;;;0;0,997260274;;44;23
annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;GM;F;;;;;0;0,997260274;;46;25
annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;GM;F;;;;;0;0,997260274;;47;26
annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;GM;F;;;;;0;0,997260274;;48;27
annuel;F;Actuaire;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;;;;;0;1;;33;11
annuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;GM;F;;;;;0;1;;26;7
annuel;A;Actuaire;Végétarien;Urbain;Loisir;non;AUDI;M;;;;;0;0,854794521;;39;18
annuel;A;Actuaire;Végétarien;Urbain;Loisir;non;AUDI;M;;;;;0;0,142465753;;40;19
annuel;A;Actuaire;Carnivore;Urbain;Loisir;non;AUDI;M;;;;;0;0,997260274;;40;19
annuel;A;Actuaire;Carnivore;Urbain;Loisir;non;AUDI;M;;;;;0;0,41369863;;41;20
annuel;A;Actuaire;Carnivore;Urbain;Loisir;non;FORD;M;;;;;0;0,997260274;;42;21
annuel;A;Actuaire;Carnivore;Urbain;Loisir;non;FORD;M;;;;;0;1;;43;22
annuel;A;Actuaire;Carnivore;Urbain;Loisir;non;FORD;M;;;;;0;0,997260274;;44;23
annuel;A;Actuaire;Carnivore;Urbain;Loisir;non;FORD;M;;;;;0;0,169863014;;46;25
mensuel;A;Actuaire;Carnivore;Semi-urbain;Travail-occasionnel;non;BMW;M;;;;;0;0,482191781;;34;16
annuel;A;Technicien;Carnivore;Urbain;Travail-quotidien;oui;PEUGEOT;F;575,310559;279,4596273;;;2;1;854,77;36;14
annuel;A;Technicien;Végétarien;Urbain;Travail-quotidien;oui;PEUGEOT;F;;;;;0;0,290410959;;38;16
annuel;A;Technicien;Végétarien;Urbain;Travail-quotidien;non;PEUGEOT;F;;;;;0;0,704109589;;39;17
annuel;A;Technicien;Carnivore;Urbain;Travail-quotidien;non;PEUGEOT;F;;;;;0;0,997260274;;39;17
annuel;A;Technicien;Carnivore;Urbain;Travail-quotidien;non;PEUGEOT;F;;;;;0;0,953424658;;40;18
annuel;A;Technicien;Carnivore;Urbain;Travail-quotidien;non;PEUGEOT;F;;;;;0;0,997260274;;42;20
annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;non;GM;F;;;;;0;1;;37;17
annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;non;GM;F;379,4782609;;;;1;0,997260274;379,48;38;18
annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;non;GM;F;;;;;0;0,997260274;;39;19
annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;non;GM;F;;;;;0;0,997260274;;40;20
annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;non;GM;F;;;;;0;1;;41;21
annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;non;RENAULT;F;;;;;0;0,232876712;;43;23
annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;non;RENAULT;F;455,2608696;;;;1;0,997260274;455,26;43;23
annuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;F;;;;;0;0,997260274;;32;13
annuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;F;;;;;0;0,84109589;;33;14
annuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;LANCIA;F;;;;;0;0,153424658;;34;15
annuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;LANCIA;F;1056,84472;;;;1;0,997260274;1056,84;34;15
annuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;RENAULT;F;8755,987578;;;;1;0,531506849;8755,99;36;17
annuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;RENAULT;F;;;;;0;0,997260274;;36;17
annuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;RENAULT;F;;;;;0;0,684931507;;37;18
annuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;RENAULT;F;;;;;0;0,309589041;;38;19
annuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;RENAULT;F;;;;;0;0,997260274;;38;19
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;M;;;;;0;0,997260274;;33;13
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;M;;;;;0;0,978082192;;34;14
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;M;;;;;0;0,997260274;;35;15
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;M;1169,043478;;;;1;0,997260274;1169,04;37;17
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;M;;;;;0;0,210958904;;38;18
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;;;;;0;0,37260274;;39;19
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;RENAULT;M;;;;;0;0,126027397;;49;31
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;RENAULT;M;;;;;0;0,997260274;;50;32
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;RENAULT;M;;;;;0;0,476712329;;52;34
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;RENAULT;M;;;;;0;0,098630137;;52;34
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;RENAULT;M;713,5652174;;;;1;0,997260274;713,57;52;34
mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;RENAULT;M;;;;;0;0,997260274;;53;35
mensuel;F;Autre;Végétalien;Semi-urbain;Loisir;non;ROVER;M;84,77639752;;;;1;1;84,78;37;18
mensuel;F;Autre;Végétalien;Semi-urbain;Loisir;non;ROVER;M;;;;;0;0,019178082;;39;20
mensuel;F;Autre;Végétalien;Semi-urbain;Loisir;non;ROVER;M;;;;;0;0,942465753;;39;20
mensuel;F;Autre;Végétarien;Semi-urbain;Loisir;non;ROVER;M;730,1490683;66027,62112;;;2;0,926027397;66757,77;40;21
mensuel;F;Autre;Végétarien;Semi-urbain;Loisir;non;ROVER;M;;;;;0;0,068493151;;41;22
mensuel;F;Autre;Végétarien;Semi-urbain;Loisir;non;ROVER;M;326,6335404;32943,62112;;;2;1;33270,25;41;22
mensuel;F;Autre;Végétalien;Semi-urbain;Loisir;non;ROVER;M;;;;;0;0,364383562;;43;24
mensuel;F;Autre;Végétalien;Semi-urbain;Loisir;non;ROVER;M;;;;;0;0,569863014;;43;24
mensuel;F;Autre;Végétalien;Semi-urbain;Loisir;non;ROVER;M;;;;;0;0,057534247;;44;25
mensuel;F;Autre;Végétalien;Semi-urbain;Loisir;non;ROVER;M;;;;;0;0,997260274;;44;25
mensuel;F;Autre;Végétalien;Semi-urbain;Loisir;non;ROVER;M;;;;;0;0,997260274;;44;25
mensuel;F;Informaticien;Végétarien;Semi-urbain;Travail-occasionnel;oui;FORD;M;;;;;0;0,775342466;;30;5
mensuel;F;Informaticien;Végétarien;Semi-urbain;Travail-occasionnel;oui;GM;M;;;;;0;0,767123288;;31;6
mensuel;F;Informaticien;Végétarien;Semi-urbain;Travail-occasionnel;oui;FIAT;M;;;;;0;0,22739726;;32;7
mensuel;F;Informaticien;Végétarien;Semi-urbain;Travail-occasionnel;oui;FIAT;M;6527,515528;;;;1;0,893150685;6527,52;32;7
mensuel;F;Informaticien;Végétarien;Semi-urbain;Travail-occasionnel;oui;SEAT;M;;;;;0;0,016438356;;33;8
mensuel;F;Informaticien;Végétarien;Semi-urbain;Travail-occasionnel;oui;SEAT;M;;;;;0;0,082191781;;33;8
mensuel;F;Informaticien;Végétarien;Semi-urbain;Travail-occasionnel;oui;SEAT;M;;;;;0;0,375342466;;34;9
mensuel;F;Informaticien;Végétarien;Semi-urbain;Travail-occasionnel;non;FORD;M;;;;;0;0,619178082;;35;10
mensuel;F;Informaticien;Végétarien;Semi-urbain;Travail-occasionnel;non;FORD;M;;;;;0;0,997260274;;35;10
annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;ALFA ROMEO;M;166,0559006;;;;1;0,361643836;166,06;35;11
annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;ALFA ROMEO;M;;;;;0;0,997260274;;37;13
annuel;A;Actuaire;Végétarien;Urbain;Travail-occasionnel;oui;RENAULT;M;;;;;0;0,339726027;;40;22
annuel;A;Actuaire;Végétarien;Urbain;Travail-occasionnel;non;RENAULT;M;274,7639752;3909,63354;;;2;0,657534247;4184,4;41;23
annuel;A;Actuaire;Végétalien;Urbain;Travail-occasionnel;non;RENAULT;M;;;;;0;0,389041096;;44;26
annuel;A;Actuaire;Végétalien;Urbain;Travail-occasionnel;non;RENAULT;M;;;;;0;0,608219178;;45;27
annuel;A;Actuaire;Végétalien;Urbain;Travail-occasionnel;non;RENAULT;M;;;;;0;0,997260274;;45;27
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;F;;;;;0;1;;26;6
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;F;;;;;0;0,997260274;;27;7
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;F;;;;;0;0,997260274;;28;8
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;F;;;;;0;0,997260274;;29;9
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;F;1989,304348;;;;1;0,78630137;1989,3;30;10
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;TOYOTA;F;;;;;0;0,210958904;;31;11
mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;TOYOTA;F;580,6086957;;;;1;0,997260274;580,61;31;11
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;F;;;;;0;0,997260274;;32;12
mensuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;RENAULT;F;;;;;0;1;;54;7
mensuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;RENAULT;F;;;;;0;0,630136986;;55;8
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;AUDI;M;;;;;0;1;;49;28
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;AUDI;M;;;;;0;0,997260274;;50;29
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;AUDI;M;;;;;0;0,997260274;;51;30
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;AUDI;M;925,3664596;;;;1;0,161643836;925,37;52;31
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;AUDI;M;;;;;0;0,750684932;;53;32
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;AUDI;M;;;;;0;0,956164384;;53;32
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,547945205;;54;33
mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,446575342;;55;34
annuel;F;Autre;Végétarien;Urbain;Travail-occasionnel;non;NISSAN;M;;;;;0;1;;43;24
annuel;F;Autre;Végétarien;Urbain;Travail-occasionnel;non;NISSAN;M;186,3975155;;;;1;0,997260274;186,4;44;25
annuel;F;Autre;Carnivore;Urbain;Travail-occasionnel;non;NISSAN;M;;;;;0;0,331506849;;46;27
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;TOYOTA;F;539,068323;;;;1;1;539,07;53;28
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;TOYOTA;F;;;;;0;0,997260274;;56;31
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;TOYOTA;F;;;;;0;1;;57;32
annuel;A;Technicien;Carnivore;Rural;Travail-occasionnel;oui;PEUGEOT;M;;;;;0;1;;28;10
annuel;A;Technicien;Carnivore;Rural;Travail-occasionnel;oui;PEUGEOT;M;;;;;0;0,997260274;;29;11
annuel;A;Technicien;Carnivore;Rural;Travail-occasionnel;oui;PEUGEOT;M;;;;;0;0,871232877;;30;12
annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;FORD;M;;;;;0;0,123287671;;31;13
annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;FORD;M;;;;;0;0,791780822;;31;13
annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;CHRYSLER;M;;;;;0;0,202739726;;32;14
annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;CHRYSLER;M;;;;;0;0,84109589;;32;14
annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;PEUGEOT;M;;;;;0;0,156164384;;33;15
annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;PEUGEOT;M;219,2857143;;;;1;0,997260274;219,29;33;15
annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;PEUGEOT;M;;;;;0;0,997260274;;34;16
annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;PEUGEOT;M;;;;;0;0,997260274;;35;17
annuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;;;;;0;1;;49;27
annuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;365,7888199;;;;1;0,997260274;365,79;50;28
annuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;;;;;0;0,997260274;;51;29
annuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;;;;;0;1;;53;31
annuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;;;;;0;0,997260274;;54;32
annuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;;;;;0;0,997260274;;55;33
annuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;;;;;0;0,997260274;;56;34
annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;287,4037267;;;;1;1;287,4;37;19
annuel;F;Technicien;Carnivore;Semi-urbain;Loisir;non;MERCEDES-BENZ;M;158,7453416;;;;1;0,810958904;158,75;38;20
annuel;F;Infirmière;Carnivore;Urbain;Travail-occasionnel;non;AUDI;M;;;;;0;0,071232877;;30;12
annuel;F;Infirmière;Carnivore;Urbain;Travail-occasionnel;non;AUDI;M;;;;;0;0,926027397;;30;12
annuel;F;Infirmière;Carnivore;Urbain;Travail-occasionnel;non;AUDI;M;;;;;0;0,15890411;;31;13
annuel;F;Infirmière;Carnivore;Rural;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,046575342;;32;14
annuel;F;Infirmière;Carnivore;Rural;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,495890411;;32;14
annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,498630137;;33;15
annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,997260274;;33;15
annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,032876712;;34;16
annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;193,2173913;;;;1;0,964383562;193,22;34;16
annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,997260274;;36;18
annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;167,0434783;;;;1;0,997260274;167,04;37;19
mensuel;A;Informaticien;Végétarien;Urbain;Loisir;non;BMW;M;;;;;0;0,591780822;;49;28
mensuel;A;Informaticien;Végétarien;Urbain;Loisir;non;BMW;M;;;;;0;0,997260274;;49;28
mensuel;A;Informaticien;Carnivore;Urbain;Loisir;non;BMW;M;;;;;0;0,997260274;;50;29
mensuel;A;Informaticien;Carnivore;Urbain;Loisir;non;BMW;M;;;;;0;0,128767123;;51;30
mensuel;A;Informaticien;Carnivore;Urbain;Loisir;non;BMW;M;;;;;0;0,865753425;;52;31
mensuel;A;Informaticien;Carnivore;Urbain;Loisir;non;BMW;M;;;;;0;1;;52;31
mensuel;A;Informaticien;Carnivore;Urbain;Loisir;non;BMW;M;356,1490683;25955,81366;;;2;0,901369863;26311,96;53;32
mensuel;A;Informaticien;Carnivore;Urbain;Loisir;non;BMW;M;;;;;0;0,093150685;;54;33
mensuel;A;Informaticien;Carnivore;Urbain;Loisir;non;BMW;M;;;;;0;0,682191781;;54;33
mensuel;A;Informaticien;Carnivore;Urbain;Loisir;non;BMW;M;;;;;0;0,312328767;;55;34
mensuel;F;Informaticien;Végétalien;Semi-urbain;Loisir;oui;HONDA;F;;;;;0;0,490410959;;45;18
mensuel;F;Informaticien;Végétalien;Semi-urbain;Loisir;oui;TOYOTA;F;;;;;0;0,035616438;;45;18
mensuel;F;Informaticien;Végétalien;Semi-urbain;Loisir;oui;TOYOTA;F;;;;;0;0,090410959;;45;18
mensuel;F;Informaticien;Végétalien;Semi-urbain;Loisir;oui;TOYOTA;F;;;;;0;0,375342466;;45;18
mensuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;oui;TOYOTA;F;1426,714286;;;;1;0,221917808;1426,71;47;20
mensuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;oui;TOYOTA;F;;;;;0;0,997260274;;48;21
mensuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;oui;TOYOTA;F;1947,732919;;;;1;1;1947,73;49;22
mensuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;oui;TOYOTA;F;;;;;0;0,802739726;;50;23
mensuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;HONDA;F;;;;;0;0,191780822;;50;23
mensuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;HONDA;F;;;;;0;0,997260274;;51;24
mensuel;F;Informaticien;Végétarien;Semi-urbain;Loisir;non;HONDA;F;;;;;0;0,997260274;;52;25
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;AUDI;M;80,71428571;;;;1;0,997260274;80,71;42;21
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;AUDI;M;;;;;0;0,997260274;;43;22
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;AUDI;M;;;;;0;0,997260274;;44;23
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;AUDI;M;;;;;0;0,394520548;;45;24
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,602739726;;46;25
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,997260274;;46;25
mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;;;;;0;0,997260274;;47;26
mensuel;F;Avocat;Végétarien;Rural;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,753424658;;27;8
mensuel;F;Avocat;Végétarien;Rural;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,243835616;;28;9
mensuel;F;Avocat;Végétarien;Rural;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,169863014;;28;9
mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,008219178;;30;11
mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,553424658;;30;11
mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,997260274;;30;11
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,884931507;;32;13
mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,257534247;;33;14
mensuel;A;Avocat;Végétarien;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;1;;29;7
mensuel;A;Avocat;Végétarien;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,082191781;;31;9
mensuel;A;Avocat;Végétarien;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,997260274;;31;9
mensuel;A;Avocat;Végétarien;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;1;;33;11
mensuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,128767123;;34;12
mensuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,210958904;;35;13
mensuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,652054795;;35;13
mensuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;non;VOLKSWAGEN;F;;;;;0;0,997260274;;36;14
annuel;A;Actuaire;Végétarien;Urbain;Travail-occasionnel;non;MAZDA;M;;;;;0;0,997260274;;28;9
annuel;A;Actuaire;Végétarien;Urbain;Travail-occasionnel;non;MAZDA;M;;;;;0;0,997260274;;29;10
annuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;;;;;0;0,997260274;;53;28
annuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;;;;;0;0,997260274;;54;29
annuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;;;;;0;0,997260274;;55;30
annuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;;;;;0;0,01369863;;56;31
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;ROVER;M;;;;;0;0,997260274;;48;29
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;ROVER;M;;;;;0;1;;51;32
mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;non;ROVER;M;;;;;0;0,876712329;;52;33
mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;non;ROVER;M;;;;;0;0,117808219;;53;34
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;ROVER;M;;;;;0;0,997260274;;53;34
mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;ROVER;M;;;;;0;0,997260274;;54;35
mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;RENAULT;M;;;;;0;1;;64;28
mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;RENAULT;M;73,80124224;;;;1;0,997260274;73,8;65;29
mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;RENAULT;M;38,49068323;;;;1;0,402739726;38,49;66;30
mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;RENAULT;M;;;;;0;0,57260274;;67;31
mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;RENAULT;M;;;;;0;0,016438356;;67;31
annuel;F;Technicien;Carnivore;Semi-urbain;Loisir;oui;GM;M;;;;;0;0,260273973;;57;28
annuel;F;Technicien;Carnivore;Semi-urbain;Loisir;oui;FORD;M;;;;;0;0,997260274;;58;29
annuel;F;Technicien;Carnivore;Semi-urbain;Loisir;oui;FORD;M;;;;;0;0,997260274;;59;30
annuel;F;Technicien;Carnivore;Semi-urbain;Loisir;oui;PEUGEOT;M;;;;;0;0,35890411;;62;33
annuel;F;Technicien;Carnivore;Semi-urbain;Loisir;oui;PEUGEOT;M;;;;;0;0,997260274;;62;33
annuel;F;Technicien;Carnivore;Semi-urbain;Loisir;oui;PEUGEOT;M;;;;;0;0,191780822;;63;34
annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;M;;;;;0;0,032876712;;64;35
annuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;oui;PEUGEOT;M;;;;;0;0,367123288;;64;35
annuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;oui;PEUGEOT;M;2918,490683;;;;1;0,397260274;2918,49;64;35
annuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-quotidien;oui;FIAT;F;260,826087;;;;1;0,997260274;260,83;59;29
annuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-quotidien;oui;FIAT;F;1039,813665;;;;1;0,997260274;1039,81;60;30
mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;FORD;M;;;;;0;1;;66;39
mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;FORD;M;;;;;0;0,997260274;;67;40
mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;FORD;M;;;;;0;0,997260274;;68;41
annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;SUZUKI;F;;;;;0;1;;41;20
annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;SUZUKI;F;;;;;0;0,997260274;;42;21
annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;SUZUKI;F;493,5403727;;;;1;0,997260274;493,54;44;23
annuel;A;Hockeyeur;Végétarien;Urbain;Travail-quotidien;oui;SUZUKI;F;;;;;0;1;;45;24
annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;SUZUKI;F;;;;;0;0,997260274;;46;25
annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;SUZUKI;F;;;;;0;0,528767123;;47;26
